Company Name,Batch,Description,Location,Industry,YC Profile URL,Email Pattern,How to Find Email
Blueshoe,X25,The AI platform for legal reasoning,"Boston, MA",B2B,https://www.ycombinator.com/companies/blueshoe,founders@blueshoe.com or hello@blueshoe.com,Visit https://www.ycombinator.com/companies/blueshoe → click company website → check /contact or footer
sieve,X25,AI + human review to solve data cleaning,"New York, NY",B2B,https://www.ycombinator.com/companies/sieve,founders@sieve.com or hello@sieve.com,Visit https://www.ycombinator.com/companies/sieve → click company website → check /contact or footer
Airweave,X25,Open-source context retrieval layer for agents,,B2B,https://www.ycombinator.com/companies/airweave,founders@airweave.com or hello@airweave.com,Visit https://www.ycombinator.com/companies/airweave → click company website → check /contact or footer
Theorem,X25,Program verification for systems engineers,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/theorem,founders@theorem.com or hello@theorem.com,Visit https://www.ycombinator.com/companies/theorem → click company website → check /contact or footer
Text.ai,X25,Alfi - group chat with social skills,"San Francisco, CA",Consumer,https://www.ycombinator.com/companies/text-ai,founders@textai.com or hello@textai.com,Visit https://www.ycombinator.com/companies/text-ai → click company website → check /contact or footer
StarSling,X25,Cursor for DevOps,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/starsling,founders@starsling.com or hello@starsling.com,Visit https://www.ycombinator.com/companies/starsling → click company website → check /contact or footer
Wavedash,X25,Play latest games in browser with no downloads,"San Francisco, CA",Consumer,https://www.ycombinator.com/companies/wavedash,founders@wavedash.com or hello@wavedash.com,Visit https://www.ycombinator.com/companies/wavedash → click company website → check /contact or footer
Cactus,X25,24/7 AI Call Center for Home Services,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/cactus,founders@cactus.com or hello@cactus.com,Visit https://www.ycombinator.com/companies/cactus → click company website → check /contact or footer
Vision Lab,X25,Industrial data layer for robotics training,"San Francisco, CA",Industrials,https://www.ycombinator.com/companies/vision-lab,founders@visionlab.com or hello@visionlab.com,Visit https://www.ycombinator.com/companies/vision-lab → click company website → check /contact or footer
Code Four,X25,Modernizing the police workflow,"San Francisco, CA",Government,https://www.ycombinator.com/companies/code-four,founders@codefour.com or hello@codefour.com,Visit https://www.ycombinator.com/companies/code-four → click company website → check /contact or footer
Lumari,X25,AI Digital Workers for Supply Chain,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/lumari,founders@lumari.com or hello@lumari.com,Visit https://www.ycombinator.com/companies/lumari → click company website → check /contact or footer
mlop,X25,Experiment tracking for training ML models,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/mlop,founders@mlop.com or hello@mlop.com,Visit https://www.ycombinator.com/companies/mlop → click company website → check /contact or footer
Den,X25,Cursor for knowledge workers,,B2B,https://www.ycombinator.com/companies/den,founders@den.com or hello@den.com,Visit https://www.ycombinator.com/companies/den → click company website → check /contact or footer
Cotool,X25,AI Agents for Security Operations Teams,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/cotool,founders@cotool.com or hello@cotool.com,Visit https://www.ycombinator.com/companies/cotool → click company website → check /contact or footer
Nimbic AI,X25,Auto write and update internal docs with code commits,,B2B,https://www.ycombinator.com/companies/nimbic-ai,founders@nimbicai.com or hello@nimbicai.com,Visit https://www.ycombinator.com/companies/nimbic-ai → click company website → check /contact or footer
Moby Analytics,X25,AI financial auditors,"Paris, France",B2B,https://www.ycombinator.com/companies/moby-analytics,founders@mobyanalytics.com or hello@mobyanalytics.com,Visit https://www.ycombinator.com/companies/moby-analytics → click company website → check /contact or footer
Rimba,X25,Data Capture to Report Creation for Heavy Industries,"San Francisco, CA",Industrials,https://www.ycombinator.com/companies/rimba,founders@rimba.com or hello@rimba.com,Visit https://www.ycombinator.com/companies/rimba → click company website → check /contact or footer
Adentris,X25,Real-time AI Compliance for Medical Documentation,"San Francisco, CA",Healthcare,https://www.ycombinator.com/companies/adentris,founders@adentris.com or hello@adentris.com,Visit https://www.ycombinator.com/companies/adentris → click company website → check /contact or footer
Probo,X25,Get compliant while you focus on your business,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/probo,founders@probo.com or hello@probo.com,Visit https://www.ycombinator.com/companies/probo → click company website → check /contact or footer
MindFort,X25,Autonomous Security Agents,,B2B,https://www.ycombinator.com/companies/mindfort,founders@mindfort.com or hello@mindfort.com,Visit https://www.ycombinator.com/companies/mindfort → click company website → check /contact or footer
chrt,X25,Logistics platform for time-critical shipping,,B2B,https://www.ycombinator.com/companies/chrt,founders@chrt.com or hello@chrt.com,Visit https://www.ycombinator.com/companies/chrt → click company website → check /contact or footer
Mesmer,X25,Cursor for CTOs,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/mesmer,founders@mesmer.com or hello@mesmer.com,Visit https://www.ycombinator.com/companies/mesmer → click company website → check /contact or footer
Naive,X25,Hire AI employees that run your company,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/naive,founders@naive.com or hello@naive.com,Visit https://www.ycombinator.com/companies/naive → click company website → check /contact or footer
Janus,X25,Evaluate AI Agents with Simulation Environments,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/janus,founders@janus.com or hello@janus.com,Visit https://www.ycombinator.com/companies/janus → click company website → check /contact or footer
Hemut,X25,AI-powered operating system for trucking companies,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/hemut,founders@hemut.com or hello@hemut.com,Visit https://www.ycombinator.com/companies/hemut → click company website → check /contact or footer
Orchid,X25,Proactive agent for work,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/orchid,founders@orchid.com or hello@orchid.com,Visit https://www.ycombinator.com/companies/orchid → click company website → check /contact or footer
ValueMate,X25,Automates real estate appraisals with AI,,B2B,https://www.ycombinator.com/companies/valuemate,founders@valuemate.com or hello@valuemate.com,Visit https://www.ycombinator.com/companies/valuemate → click company website → check /contact or footer
Bramante Biologics,X25,American drug manufacturing,"Cambridge, MA",Healthcare,https://www.ycombinator.com/companies/bramante-biologics,founders@bramantebiologics.com or hello@bramantebiologics.com,Visit https://www.ycombinator.com/companies/bramante-biologics → click company website → check /contact or footer
Saffron Health,X25,AI-powered care coordination for primary care,,Healthcare,https://www.ycombinator.com/companies/saffron-health,founders@saffronhealth.com or hello@saffronhealth.com,Visit https://www.ycombinator.com/companies/saffron-health → click company website → check /contact or footer
Scalar Field,X25,Reinventing the trading terminal,,Fintech,https://www.ycombinator.com/companies/scalar-field,founders@scalarfield.com or hello@scalarfield.com,Visit https://www.ycombinator.com/companies/scalar-field → click company website → check /contact or footer
Eloquent AI,X25,The AI Operator for Financial Services,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/eloquent-ai,founders@eloquentai.com or hello@eloquentai.com,Visit https://www.ycombinator.com/companies/eloquent-ai → click company website → check /contact or footer
MorphoAI,X25,Software tool for designing robots and machines,"New York, NY",Industrials,https://www.ycombinator.com/companies/morphoai,founders@morphoai.com or hello@morphoai.com,Visit https://www.ycombinator.com/companies/morphoai → click company website → check /contact or footer
F2,S25,AI platform for private markets investors,"New York, NY",B2B,https://www.ycombinator.com/companies/f2,founders@f2.com or hello@f2.com,Visit https://www.ycombinator.com/companies/f2 → click company website → check /contact or footer
Nox Metals,S25,Supplying America's Industrial Base,"Detroit, MI",Industrials,https://www.ycombinator.com/companies/nox-metals,founders@noxmetals.com or hello@noxmetals.com,Visit https://www.ycombinator.com/companies/nox-metals → click company website → check /contact or footer
Blue,S25,Your phone finally has someone to run it,,Consumer,https://www.ycombinator.com/companies/blue,founders@blue.com or hello@blue.com,Visit https://www.ycombinator.com/companies/blue → click company website → check /contact or footer
Paloma,S25,AI-native CRM for post-sales operations,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/paloma,founders@paloma.com or hello@paloma.com,Visit https://www.ycombinator.com/companies/paloma → click company website → check /contact or footer
Uplift AI,S25,Foundational Voice Models for regional languages,,B2B,https://www.ycombinator.com/companies/uplift-ai,founders@upliftai.com or hello@upliftai.com,Visit https://www.ycombinator.com/companies/uplift-ai → click company website → check /contact or footer
RealRoots,S25,AI social app for women,"San Francisco, CA",Consumer,https://www.ycombinator.com/companies/realroots,founders@realroots.com or hello@realroots.com,Visit https://www.ycombinator.com/companies/realroots → click company website → check /contact or footer
Luminal,S25,Making AI run fast on any hardware,,B2B,https://www.ycombinator.com/companies/luminal,founders@luminal.com or hello@luminal.com,Visit https://www.ycombinator.com/companies/luminal → click company website → check /contact or footer
Freya,S25,Voice AI for Enterprises,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/freya,founders@freya.com or hello@freya.com,Visit https://www.ycombinator.com/companies/freya → click company website → check /contact or footer
burnt,S25,Agentic Operating System for Food Supply Chain,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/burnt,founders@burnt.com or hello@burnt.com,Visit https://www.ycombinator.com/companies/burnt → click company website → check /contact or footer
Avent,S25,AI agents for industrial commerce,,B2B,https://www.ycombinator.com/companies/avent,founders@avent.com or hello@avent.com,Visit https://www.ycombinator.com/companies/avent → click company website → check /contact or footer
Ruvo,S25,The Global Dollar App for Brazil,"São Paulo, Brazil",Fintech,https://www.ycombinator.com/companies/ruvo,founders@ruvo.com or hello@ruvo.com,Visit https://www.ycombinator.com/companies/ruvo → click company website → check /contact or footer
Veritus,S25,AI agents for the consumer lending industry,"San Francisco, CA",Fintech,https://www.ycombinator.com/companies/veritus,founders@veritus.com or hello@veritus.com,Visit https://www.ycombinator.com/companies/veritus → click company website → check /contact or footer
Outrove,S25,Ultra-realistic AI Recruiter,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/outrove,founders@outrove.com or hello@outrove.com,Visit https://www.ycombinator.com/companies/outrove → click company website → check /contact or footer
NOSO LABS,S25,Build AI agents for field technicians,,B2B,https://www.ycombinator.com/companies/noso-labs,founders@nosolabs.com or hello@nosolabs.com,Visit https://www.ycombinator.com/companies/noso-labs → click company website → check /contact or footer
Vulcan Technologies,S25,Frontier intelligence for government and law,"Austin, TX",B2B,https://www.ycombinator.com/companies/vulcan-technologies,founders@vulcantechnologies.com or hello@vulcantechnologies.com,Visit https://www.ycombinator.com/companies/vulcan-technologies → click company website → check /contact or footer
Bizzy AI,S25,Bizzy works 24/7 so you never miss a lead,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/bizzy-ai,founders@bizzyai.com or hello@bizzyai.com,Visit https://www.ycombinator.com/companies/bizzy-ai → click company website → check /contact or footer
Spotlight Realty,S25,AI powered brokerage for NYC rentals,"New York, NY",Real Estate,https://www.ycombinator.com/companies/spotlight-realty,founders@spotlightrealty.com or hello@spotlightrealty.com,Visit https://www.ycombinator.com/companies/spotlight-realty → click company website → check /contact or footer
Interfere,S25,Build software that never breaks,"New York, NY",B2B,https://www.ycombinator.com/companies/interfere,founders@interfere.com or hello@interfere.com,Visit https://www.ycombinator.com/companies/interfere → click company website → check /contact or footer
Munify,S25,Cross-Border Neobank for the Middle East,Remote,Fintech,https://www.ycombinator.com/companies/munify,founders@munify.com or hello@munify.com,Visit https://www.ycombinator.com/companies/munify → click company website → check /contact or footer
RowFlow,S25,Replacing forms with AI conversations,"New York, NY",B2B,https://www.ycombinator.com/companies/rowflow,founders@rowflow.com or hello@rowflow.com,Visit https://www.ycombinator.com/companies/rowflow → click company website → check /contact or footer
TectoAI,S25,A Platform for AI Governance,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/tectoai,founders@tectoai.com or hello@tectoai.com,Visit https://www.ycombinator.com/companies/tectoai → click company website → check /contact or footer
Duranium,S25,Reshoring critical metal production,"Alameda, CA",Industrials,https://www.ycombinator.com/companies/duranium,founders@duranium.com or hello@duranium.com,Visit https://www.ycombinator.com/companies/duranium → click company website → check /contact or footer
Perspectives Health,S25,Automating admin for behavioral health clinics,"Chicago, IL",Healthcare,https://www.ycombinator.com/companies/perspectives-health,founders@perspectiveshealth.com or hello@perspectiveshealth.com,Visit https://www.ycombinator.com/companies/perspectives-health → click company website → check /contact or footer
Modelence,S25,Full-stack platform for agentic development,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/modelence,founders@modelence.com or hello@modelence.com,Visit https://www.ycombinator.com/companies/modelence → click company website → check /contact or footer
Magnetic,S25,AI Tax Preparer for CPA firms,,B2B,https://www.ycombinator.com/companies/magnetic,founders@magnetic.com or hello@magnetic.com,Visit https://www.ycombinator.com/companies/magnetic → click company website → check /contact or footer
Fleetline,S25,Optimizing fleet planning with algorithms,"New York, NY",B2B,https://www.ycombinator.com/companies/fleetline,founders@fleetline.com or hello@fleetline.com,Visit https://www.ycombinator.com/companies/fleetline → click company website → check /contact or footer
Clodo,S25,Planet-scale people search,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/clodo,founders@clodo.com or hello@clodo.com,Visit https://www.ycombinator.com/companies/clodo → click company website → check /contact or footer
stagewise,S25,The coding agent built for the web,,B2B,https://www.ycombinator.com/companies/stagewise,founders@stagewise.com or hello@stagewise.com,Visit https://www.ycombinator.com/companies/stagewise → click company website → check /contact or footer
Flywheel AI,S25,Waymo for excavators,"San Francisco, CA",Industrials,https://www.ycombinator.com/companies/flywheel-ai,founders@flywheelai.com or hello@flywheelai.com,Visit https://www.ycombinator.com/companies/flywheel-ai → click company website → check /contact or footer
Juxta,S25,GPS alternative 100x more powerful no hardware needed,,B2B,https://www.ycombinator.com/companies/juxta,founders@juxta.com or hello@juxta.com,Visit https://www.ycombinator.com/companies/juxta → click company website → check /contact or footer
Okibi,S25,Build AI coworkers using natural language,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/okibi,founders@okibi.com or hello@okibi.com,Visit https://www.ycombinator.com/companies/okibi → click company website → check /contact or footer
Rebulk,S25,Accurately measure and monitor bulk inventory,"Olathe, KS",B2B,https://www.ycombinator.com/companies/rebulk,founders@rebulk.com or hello@rebulk.com,Visit https://www.ycombinator.com/companies/rebulk → click company website → check /contact or footer
KERNEL,S25,Open source infra for AI agents to use the Internet,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/kernel,founders@kernel.com or hello@kernel.com,Visit https://www.ycombinator.com/companies/kernel → click company website → check /contact or footer
Reacher,S25,Automate creator marketing for largest brands,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/reacher,founders@reacher.com or hello@reacher.com,Visit https://www.ycombinator.com/companies/reacher → click company website → check /contact or footer
Certus AI,S25,Replacing restaurant phone line with Voice AI,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/certus-ai,founders@certusai.com or hello@certusai.com,Visit https://www.ycombinator.com/companies/certus-ai → click company website → check /contact or footer
Notte,S25,Reliable Web Agents for Enterprise,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/notte,founders@notte.com or hello@notte.com,Visit https://www.ycombinator.com/companies/notte → click company website → check /contact or footer
Pally,S25,Intelligent Unified Inbox + Personal CRM,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/pally,founders@pally.com or hello@pally.com,Visit https://www.ycombinator.com/companies/pally → click company website → check /contact or footer
Locata,S25,AI Referral Automation for Primary Care Clinics,"New York, NY",Healthcare,https://www.ycombinator.com/companies/locata,founders@locata.com or hello@locata.com,Visit https://www.ycombinator.com/companies/locata → click company website → check /contact or footer
Pleom,S25,Agentic Business Intelligence,,B2B,https://www.ycombinator.com/companies/pleom,founders@pleom.com or hello@pleom.com,Visit https://www.ycombinator.com/companies/pleom → click company website → check /contact or footer
Coasts,F25,Localhost service isolation for git worktrees,,B2B,https://www.ycombinator.com/companies/coasts,founders@coasts.com or hello@coasts.com,Visit https://www.ycombinator.com/companies/coasts → click company website → check /contact or footer
Zephyr Fusion,F25,Powering industrial revolution in space,"San Diego, CA",Industrials,https://www.ycombinator.com/companies/zephyr-fusion,founders@zephyrfusion.com or hello@zephyrfusion.com,Visit https://www.ycombinator.com/companies/zephyr-fusion → click company website → check /contact or footer
Mayflower,F25,AI plug-in for HR immigration screening,"San Francisco, CA",Government,https://www.ycombinator.com/companies/mayflower,founders@mayflower.com or hello@mayflower.com,Visit https://www.ycombinator.com/companies/mayflower → click company website → check /contact or footer
item,F25,The AI-Native CRM that works for you,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/item,founders@item.com or hello@item.com,Visit https://www.ycombinator.com/companies/item → click company website → check /contact or footer
Rivet,F25,Visual editor to design in production code,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/rivet,founders@rivet.com or hello@rivet.com,Visit https://www.ycombinator.com/companies/rivet → click company website → check /contact or footer
Openroll,F25,AI workforce for People and Finance teams,"Stockholm, Sweden",B2B,https://www.ycombinator.com/companies/openroll,founders@openroll.com or hello@openroll.com,Visit https://www.ycombinator.com/companies/openroll → click company website → check /contact or footer
Amika,F25,Infra to build your own software factory,"New York, NY",B2B,https://www.ycombinator.com/companies/amika,founders@amika.com or hello@amika.com,Visit https://www.ycombinator.com/companies/amika → click company website → check /contact or footer
Bear,F25,Marketing Stack for AI Agents,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/bear,founders@bear.com or hello@bear.com,Visit https://www.ycombinator.com/companies/bear → click company website → check /contact or footer
Moss,F25,Real-time semantic search for Conversational AI,"San Mateo, CA",B2B,https://www.ycombinator.com/companies/moss,founders@moss.com or hello@moss.com,Visit https://www.ycombinator.com/companies/moss → click company website → check /contact or footer
Zarna,F25,AI Associates for Private Capital,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/zarna,founders@zarna.com or hello@zarna.com,Visit https://www.ycombinator.com/companies/zarna → click company website → check /contact or footer
MarkIt,F25,AI Agents for Trade Compliance - Tariff Savings,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/markit,founders@markit.com or hello@markit.com,Visit https://www.ycombinator.com/companies/markit → click company website → check /contact or footer
Dome,F25,Unified API for prediction markets,,B2B,https://www.ycombinator.com/companies/dome,founders@dome.com or hello@dome.com,Visit https://www.ycombinator.com/companies/dome → click company website → check /contact or footer
Clicks,F25,AI agents for back-office operations,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/clicks,founders@clicks.com or hello@clicks.com,Visit https://www.ycombinator.com/companies/clicks → click company website → check /contact or footer
Fastshot,F25,Lovable for mobile apps,,B2B,https://www.ycombinator.com/companies/fastshot,founders@fastshot.com or hello@fastshot.com,Visit https://www.ycombinator.com/companies/fastshot → click company website → check /contact or footer
Claybird,F25,The full-stack AI ad company,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/claybird,founders@claybird.com or hello@claybird.com,Visit https://www.ycombinator.com/companies/claybird → click company website → check /contact or footer
LunaBill,F25,AI Voice callers for healthcare billing teams,"San Francisco, CA",Healthcare,https://www.ycombinator.com/companies/lunabill,founders@lunabill.com or hello@lunabill.com,Visit https://www.ycombinator.com/companies/lunabill → click company website → check /contact or footer
Nerviom,F25,AI Autopilot for Infrastructure Permitting,,Real Estate,https://www.ycombinator.com/companies/nerviom,founders@nerviom.com or hello@nerviom.com,Visit https://www.ycombinator.com/companies/nerviom → click company website → check /contact or footer
Velvet,F25,Helping AI pass the audiovisual Turing test,,B2B,https://www.ycombinator.com/companies/velvet,founders@velvet.com or hello@velvet.com,Visit https://www.ycombinator.com/companies/velvet → click company website → check /contact or footer
DiligenceSquared,F25,AI-powered market due diligence,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/diligencesquared,founders@diligencesquared.com or hello@diligencesquared.com,Visit https://www.ycombinator.com/companies/diligencesquared → click company website → check /contact or footer
Amera,F25,Automating claims processing for health insurance,,Fintech,https://www.ycombinator.com/companies/amera,founders@amera.com or hello@amera.com,Visit https://www.ycombinator.com/companies/amera → click company website → check /contact or footer
Forge Robotics,F25,Robotics intelligence for metal fabrication,"San Francisco, CA",Industrials,https://www.ycombinator.com/companies/forge-robotics,founders@forgerobotics.com or hello@forgerobotics.com,Visit https://www.ycombinator.com/companies/forge-robotics → click company website → check /contact or footer
Bluma,F25,Canva for short-form video ads,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/bluma,founders@bluma.com or hello@bluma.com,Visit https://www.ycombinator.com/companies/bluma → click company website → check /contact or footer
Lightberry,F25,The social brain for robots,"San Francisco, CA",Industrials,https://www.ycombinator.com/companies/lightberry,founders@lightberry.com or hello@lightberry.com,Visit https://www.ycombinator.com/companies/lightberry → click company website → check /contact or footer
The Hog,F25,AI Demand Gen for Companies,,B2B,https://www.ycombinator.com/companies/the-hog,founders@thehog.com or hello@thehog.com,Visit https://www.ycombinator.com/companies/the-hog → click company website → check /contact or footer
Telemetron,F25,Support Platform for Hardware Companies,,B2B,https://www.ycombinator.com/companies/telemetron,founders@telemetron.com or hello@telemetron.com,Visit https://www.ycombinator.com/companies/telemetron → click company website → check /contact or footer
Boom AI,F25,AI growth team for e-commerce brands,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/boom-ai,founders@boomai.com or hello@boomai.com,Visit https://www.ycombinator.com/companies/boom-ai → click company website → check /contact or footer
Freeport Markets,F25,Tradable Twitter Feed,"New York, NY",Fintech,https://www.ycombinator.com/companies/freeport-markets,founders@freeportmarkets.com or hello@freeportmarkets.com,Visit https://www.ycombinator.com/companies/freeport-markets → click company website → check /contact or footer
Miniswap,F25,The Marketplace for Complex Hobbies,"San Francisco, CA",Consumer,https://www.ycombinator.com/companies/miniswap,founders@miniswap.com or hello@miniswap.com,Visit https://www.ycombinator.com/companies/miniswap → click company website → check /contact or footer
Rovi Health,F25,AI healthcare concierge for employees,"New York, NY",Healthcare,https://www.ycombinator.com/companies/rovi-health,founders@rovihealth.com or hello@rovihealth.com,Visit https://www.ycombinator.com/companies/rovi-health → click company website → check /contact or footer
Castari,F25,Vercel for AI Agents - Claude Agent SDK,,B2B,https://www.ycombinator.com/companies/castari,founders@castari.com or hello@castari.com,Visit https://www.ycombinator.com/companies/castari → click company website → check /contact or footer
Jarmin,F25,24/7 Machine Learning Engineer employees,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/jarmin,founders@jarmin.com or hello@jarmin.com,Visit https://www.ycombinator.com/companies/jarmin → click company website → check /contact or footer
Exonic,F25,Unsupervised Biological AI,"San Francisco, CA",Healthcare,https://www.ycombinator.com/companies/exonic,founders@exonic.com or hello@exonic.com,Visit https://www.ycombinator.com/companies/exonic → click company website → check /contact or footer
Lemma,F25,Continuous learning for AI agents,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/lemma,founders@lemma.com or hello@lemma.com,Visit https://www.ycombinator.com/companies/lemma → click company website → check /contact or footer
Mantle,F25,Build internal agents to automate back office,,B2B,https://www.ycombinator.com/companies/mantle,founders@mantle.com or hello@mantle.com,Visit https://www.ycombinator.com/companies/mantle → click company website → check /contact or footer
Karumi,F25,The Waymo of Personalized demos,,B2B,https://www.ycombinator.com/companies/karumi,founders@karumi.com or hello@karumi.com,Visit https://www.ycombinator.com/companies/karumi → click company website → check /contact or footer
Icarus,F25,Stratospheric birds for defense,"Los Angeles, CA",Industrials,https://www.ycombinator.com/companies/icarus,founders@icarus.com or hello@icarus.com,Visit https://www.ycombinator.com/companies/icarus → click company website → check /contact or footer
Sava,F25,Building the future of trusts,,Fintech,https://www.ycombinator.com/companies/sava,founders@sava.com or hello@sava.com,Visit https://www.ycombinator.com/companies/sava → click company website → check /contact or footer
Denki,F25,Full-stack AI financial audit firm,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/denki,founders@denki.com or hello@denki.com,Visit https://www.ycombinator.com/companies/denki → click company website → check /contact or footer
Arcten,F25,Building the best coding agents,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/arcten,founders@arcten.com or hello@arcten.com,Visit https://www.ycombinator.com/companies/arcten → click company website → check /contact or footer
Metorial,F25,The infra layer for AI integrations,Remote,B2B,https://www.ycombinator.com/companies/metorial,founders@metorial.com or hello@metorial.com,Visit https://www.ycombinator.com/companies/metorial → click company website → check /contact or footer
Cardinal,W26,AI Platform for Precision Outbound,,B2B,https://www.ycombinator.com/companies/cardinal,founders@cardinal.com or hello@cardinal.com,Visit https://www.ycombinator.com/companies/cardinal → click company website → check /contact or footer
Wideframe,W26,AI coworker for video editors,,B2B,https://www.ycombinator.com/companies/wideframe,founders@wideframe.com or hello@wideframe.com,Visit https://www.ycombinator.com/companies/wideframe → click company website → check /contact or footer
Martini,W26,AI Video Production for Professionals,,B2B,https://www.ycombinator.com/companies/martini,founders@martini.com or hello@martini.com,Visit https://www.ycombinator.com/companies/martini → click company website → check /contact or footer
Condor Energy,W26,Software for enterprise energy procurement,,Industrials,https://www.ycombinator.com/companies/condor-energy,founders@condorenergy.com or hello@condorenergy.com,Visit https://www.ycombinator.com/companies/condor-energy → click company website → check /contact or footer
Remix,W26,Social media content auto-generated with your data,,Consumer,https://www.ycombinator.com/companies/remix,founders@remix.com or hello@remix.com,Visit https://www.ycombinator.com/companies/remix → click company website → check /contact or footer
Shofo,W26,The World's Largest Video Library,,B2B,https://www.ycombinator.com/companies/shofo,founders@shofo.com or hello@shofo.com,Visit https://www.ycombinator.com/companies/shofo → click company website → check /contact or footer
Wayco,W26,AI operator for medlegal cases,,B2B,https://www.ycombinator.com/companies/wayco,founders@wayco.com or hello@wayco.com,Visit https://www.ycombinator.com/companies/wayco → click company website → check /contact or footer
Unifold,W26,Multi-chain deposit and payment infrastructure,,Fintech,https://www.ycombinator.com/companies/unifold,founders@unifold.com or hello@unifold.com,Visit https://www.ycombinator.com/companies/unifold → click company website → check /contact or footer
Carrot Labs,W26,Continuous Fine-Tuning for AI Models,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/carrot-labs,founders@carrotlabs.com or hello@carrotlabs.com,Visit https://www.ycombinator.com/companies/carrot-labs → click company website → check /contact or footer
Aurorin CAD,W26,Claude code for Mechanical Engineers,,B2B,https://www.ycombinator.com/companies/aurorin-cad,founders@aurorincad.com or hello@aurorincad.com,Visit https://www.ycombinator.com/companies/aurorin-cad → click company website → check /contact or footer
Fixture,W26,An AI-first CRM built for Startups,,B2B,https://www.ycombinator.com/companies/fixture,founders@fixture.com or hello@fixture.com,Visit https://www.ycombinator.com/companies/fixture → click company website → check /contact or footer
DAIVIN!,W26,Tankless Dive Gear,,Industrials,https://www.ycombinator.com/companies/daivin,founders@daivin!.com or hello@daivin!.com,Visit https://www.ycombinator.com/companies/daivin → click company website → check /contact or footer
GrazeMate,W26,Robot Cowboys that Herd Cattle with AI Drones,,Industrials,https://www.ycombinator.com/companies/grazemate,founders@grazemate.com or hello@grazemate.com,Visit https://www.ycombinator.com/companies/grazemate → click company website → check /contact or footer
Origami Robotics,W26,Manipulate Anything Robot,,Industrials,https://www.ycombinator.com/companies/origami-robotics,founders@origamirobotics.com or hello@origamirobotics.com,Visit https://www.ycombinator.com/companies/origami-robotics → click company website → check /contact or footer
Librar Labs,W26,Autonomous AI with taste,"San Francisco, CA",B2B,https://www.ycombinator.com/companies/librar-labs,founders@librarlabs.com or hello@librarlabs.com,Visit https://www.ycombinator.com/companies/librar-labs → click company website → check /contact or footer
Rubric AI,W26,Reasoning and verification infra for AI,,B2B,https://www.ycombinator.com/companies/rubric-ai,founders@rubricai.com or hello@rubricai.com,Visit https://www.ycombinator.com/companies/rubric-ai → click company website → check /contact or footer
Zymbly,W26,Automates admin for aircraft mechanics,,B2B,https://www.ycombinator.com/companies/zymbly,founders@zymbly.com or hello@zymbly.com,Visit https://www.ycombinator.com/companies/zymbly → click company website → check /contact or footer
Ritivel,W26,AI-native platform for Life-Sciences Documentation,"San Francisco, CA",Healthcare,https://www.ycombinator.com/companies/ritivel,founders@ritivel.com or hello@ritivel.com,Visit https://www.ycombinator.com/companies/ritivel → click company website → check /contact or footer
Polymorph,W26,Personalization infra for retention and LTV,,B2B,https://www.ycombinator.com/companies/polymorph,founders@polymorph.com or hello@polymorph.com,Visit https://www.ycombinator.com/companies/polymorph → click company website → check /contact or footer
